rep,noise,true_snr,true_snr_eff,fe,estimator,est,err,lag1,artf,warn_corr
0,bw,5,5.0,False,snr_isoelectric_db,18.770554409502523,13.770554409502523,0.663749346523824,0.07194244604316546,1.0
0,bw,10,10.0,False,snr_beat_residual_db,10.375343379405304,0.3753433794053045,0.5913438377041659,0.07194244604316546,1.0
0,bw,10,10.0,False,snr_hsc_db,11.726741817247795,1.7267418172477953,0.5913438377041659,0.07194244604316546,1.0
0,bw,10,10.0,False,snr_isoelectric_db,18.162486594975995,8.162486594975995,0.5913438377041659,0.07194244604316546,1.0
0,bw,15,15.0,False,snr_beat_residual_db,10.808003029632324,-4.191996970367676,0.6961375758632862,0.08633093525179857,1.0
0,bw,15,15.0,False,snr_hsc_db,13.36807760098354,-1.6319223990164602,0.6961375758632862,0.08633093525179857,1.0
0,bw,15,15.0,False,snr_isoelectric_db,17.74205795357014,2.7420579535701393,0.6961375758632862,0.08633093525179857,1.0
0,bw,20,20.0,False,snr_beat_residual_db,10.689787125496741,-9.310212874503259,0.6116624757910801,0.07913669064748201,1.0
0,bw,20,20.0,False,snr_hsc_db,12.142807835225682,-7.857192164774318,0.6116624757910801,0.07913669064748201,1.0
0,bw,20,20.0,False,snr_isoelectric_db,17.796619695709637,-2.203380304290363,0.6116624757910801,0.07913669064748201,1.0
0,ma(emg),0,0.0,False,snr_beat_residual_db,-2.8620416693568567,-2.8620416693568567,0.12436861324687246,0.2805755395683453,0.0
0,ma(emg),0,0.0,False,snr_hsc_db,-3.6347081659513925,-3.6347081659513925,0.12436861324687246,0.2805755395683453,0.0
0,ma(emg),0,0.0,False,snr_isoelectric_db,13.375409417986896,13.375409417986896,0.12436861324687246,0.2805755395683453,0.0
0,ma(emg),5,5.0,False,snr_beat_residual_db,1.9243060700783277,-3.0756939299216723,0.21768278857439655,0.2446043165467626,1.0
